,code,name,quantity,brands,Energy,Saturated_fatty_acids,Sugars,Fiber,Proteins,Salt,Fruit/vegetable,Nutriscore,Nutriscore_point,Part_5 model
15,3760121217905.0,Chocolat au lait riz croustillant,100,Biocoop,562.0,22.0,43.0,2.2,6.5,0.16,0.0,e,24.0,2
16,3760152700735.0,Goutine,125,Aglina,443.0,9.6,28.0,4.6,5.9,0.01,0.0,d,16.0,1
17,3760121215291.0,Galette tout chocolat (16),110,"Bicoop, Biocoop",517.0,12.0,25.0,4.1,7.1,0.49,0.0,e,19.0,3
18,3228857001149.0,Doo Wap pépites choco sans additif,480,Harrys,340.0,3.5,18.0,4.4,8.0,0.75,0.0,c,9.0,1
19,3760077180544.0,Chocolat noir - Amandes des Pouilles,100,SAVEURS ET NATURE,579.0,22.1,21.4,11.9,10.4,0.02,20.0,d,16.0,2
20,3419390405390.0,Brioche pur beurre  chocolat,300,L'Angélus,388.0,9.7,14.0,3.1,7.4,0.8,0.0,d,16.0,1
21,3560071281489.0,Assortiments de bonbons de chocolat noir,174,"Carrefour Bio,Carrefour",539.0,18.0,37.0,5.6,9.2,0.07,16.7,e,19.0,3
22,3228857001309.0,Harrys brioche tressee aux pepites de chocolat sans additifs 500g,500,Harrys,366.0,2.5,14.0,5.0,7.5,0.75,0.0,c,7.0,1
23,3228857001156.0,DooWap pépites chocolait ss additif,320,"Harrys,Barilla",340.0,3.9,16.4,3.9,8.3,0.75,0.0,c,9.0,1
24,3700531202061.0,Lait praliné cajou,100,Belledonne,565.0,20.0,48.0,2.3,7.3,0.15,12.0,e,25.0,2
25,3501940001302.0,Tablette Noir Cannelle,100,Bovetti,617.0,31.0,26.0,12.0,6.4,0.06,0.0,d,17.0,3
26,3760286460093.0,Biscuits bio petit dej',160,Hoope,467.0,4.3,18.9,8.1,10.8,0.1,9.0,c,8.0,2
27,3560070894550.0,Bâtonnets chocolat au lait,125,Carrefour bio,534.0,16.0,35.0,2.6,6.7,0.4,0.0,e,22.0,3
28,3370077582233.0,Oeufs lactés lait,150,Saveurs & Nature,582.0,23.5,47.2,2.1,9.4,0.31,0.0,e,26.0,3
29,3396411236235.0,Chocolat noir Inde 70% de cacao,80,Bonneterre,571.0,26.0,29.0,11.0,8.7,0.02,0.0,d,18.0,3
30,3760134632009.0,Brioche pépites de chocolat,450,Maison Planchot,402.0,12.0,19.0,0.0,7.5,0.99,0.0,e,23.0,1
31,5600317476885.0,Buddha protein organic vegan bar,47,Iswari,379.0,6.0,39.0,7.7,13.0,0.25,40.25,d,12.0,3
32,3800232985215.0,Barre Candy Noix de Coco,50,Candy Ville,562.0,38.0,25.0,12.0,5.5,0.48,56.8,d,18.0,3
33,3564707135856.0,Coeur fondant,180,"Bio Village, Marque Repère",365.0,14.0,23.0,2.9,6.4,0.11,0.0,d,16.0,1
34,4104420053786.0,Dinkel Knusper Taler,100,Alnatura,582.0,18.5,22.8,8.3,10.6,0.1,23.49,d,17.0,2
35,3184340930702.0,Choc'croc Classic,100,Pural,515.0,15.0,27.0,2.8,7.9,0.79,0.0,e,22.0,3
36,3252920038411.0,Cœur fondant au chocolat,180,Grandeur Nature,364.0,13.6,22.9,2.9,6.4,0.11,0.0,d,16.0,1
37,3760077187673.0,Bouchees Coco Choc Noir,45,SAVEURS & NATURE,560.0,28.6,45.1,8.8,4.6,0.07,24.0,e,21.0,3
38,3255650080194.0,Tassiopée,96,Tassiopée,471.0,11.3,31.2,5.9,8.3,0.04,0.0,d,17.0,3
39,3700036900028.0,Barres céréalières chocolat noisettes,125,Naturalia,435.0,6.6,19.5,7.8,7.5,0.2,9.48,c,10.0,2
40,3700254081271.0,La Galette fine Chocolat,100,Trésors gourmands,473.0,14.0,33.0,0.0,7.6,1.0,0.0,e,26.0,3
41,3178530413038.0,Gaufres aux Pépites de Chocolat,300,Bonne Maman,455.0,18.0,19.0,0.0,6.2,1.1,0.0,e,23.0,1
42,3284230010825.0,8 Briochettes aux Pépites de Chocolat au Lait Bio,320,La Boulangère,365.0,4.8,17.5,1.9,8.2,0.9906,0.0,d,14.0,1
43,3700214613160.0,Lait de coco,100,Alter Eco,232.0,22.0,1.3,10.0,1.9,0.7,0.0,c,10.0,0
44,3770004620609.0,Carrés De Chocolat Praliné Aux Ténébrions Bio & Naturellement Sans Gluten,80,Micronutris,556.0,14.0,32.0,10.86,9.0,0.05,0.0,d,18.0,3
45,3760077180063.0,Chocolats fins 70% cacao - Eclats de noisettes torréfiées,100,"Saveurs Et Nature,Saveurs & Nature",546.0,23.5,23.5,12.5,11.7,0.0152,5.0,d,16.0,2
46,3800232985239.0,Barre candy coco,50,Candy Ville,552.0,37.0,25.0,12.0,5.6,0.5,53.1,d,17.0,3
47,3270160821181.0,Buche glacee,410,Picard,181.0,3.4,26.0,2.3,2.5,0.09,0.0,c,7.0,0
48,3251514251007.0,Fondant au chocolat,470,"Marie,Boncolac",390.0,13.0,33.0,3.2,6.4,0.1,0.0,d,18.0,2
49,3770013545597.0,Biscuits Noisette et Chocolat 100g BIO,100,Natifood,468.0,3.9,20.0,8.8,3.6,0.59,27.0,c,9.0,2
50,3421557600104.0,Chocolat noir éclats de noix,115,Grillon d'or,588.0,24.2,22.3,11.5,9.4,0.03,13.2,d,16.0,2
51,3760253540018.0,Les Crousticks chocolat au lait,125,Sémilia,469.0,12.2,26.1,1.2,6.5,0.01,0.0,e,19.0,1
52,3421557904059.0,Roses Des Sables Choc Noir,100,Grillon d'Or,471.0,13.7,15.6,5.7,7.5,0.03,0.0,d,13.0,1
53,3347439950313.0,Galettes d'epeautre chocolat,150,Moulin des Moines,440.0,9.85,12.62,7.83,11.16,0.01,0.0,d,11.0,0
54,3770008500020.0,Barre energetique choco-crunch,45,Go Nuts,417.0,3.1,23.7,12.12,15.1,1.0,0.0,d,12.0,2
55,3770005222420.0,Barre de céréales,30,GUSTONEO,134.0,3.0,6.0,2.5,3.0,0.05999999866,0.0,b,1.0,0
56,3270160820955.0,Brookie,80,Picard,394.0,4.8,22.0,5.9,7.0,0.3,0.0,c,8.0,2
57,3175681231313.0,Croustillant sésame chocolat bio,132,Gerblé,538.0,11.0,29.0,4.9,11.0,0.0,0.0,d,17.0,3
58,3770013545580.0,Biscuits Chocolat et cacao 100g BIO,100,Natifood,444.0,3.8,21.0,7.9,6.0,0.6,14.0,c,9.0,2
59,5231423390095.0,Mon Petit Dej Nutrition Bio Chocolat,190,ALINE & OLIVIER,448.0,2.9,17.0,6.0,10.0,0.04,9.0,b,0.0,1
60,3396413714410.0,Chocolat noir fourré praliné,100,Bonneterre,570.0,17.0,42.5,6.0,6.0,0.0254,19.874,e,21.0,2
61,3501940131009.0,Chocolat Noir Origine Saint Domingue,100,Bovetti,564.0,27.0,26.0,14.0,8.0,0.2,0.0,d,17.0,3
62,3380380092299.0,Sablé gourmets chocolat,150,"bisson, Ekibio",486.0,9.0,24.0,4.5,6.5,0.3,8.1,d,16.0,3
63,3385050000505.0,Galettes au chocolat,370,Crêperie Le Masson,281.0,3.0,31.0,0.4,5.5,0.9,0.0,d,14.0,0
64,3700531201859.0,"Chocolat Au Lait, Pavot & Sésame",100,"ETHIQUABLE,BELLEDONNE",571.0,23.0,45.0,2.7,8.1,0.19,0.75,e,24.0,2
65,3256226156046.0,Bâtonnets au chocolat au lait,125,"U Bio,U",527.0,15.0,34.0,2.8,6.6,0.4,0.0,e,22.0,3
66,3596710472796.0,Coeur fondant au chocolat noir,180,Auchan,359.0,13.0,24.0,2.2,6.6,0.12,0.0,d,17.0,1
67,3228857001163.0,DooWap pépites chocolait ss additif,480,Harrys,340.0,3.9,16.4,3.9,8.3,0.75,0.0,c,9.0,1
68,3571375922206.0,Gateau Amandes Et Chocolat,225,Biscuiterie de Provence,441.0,7.5,19.0,6.4,12.0,0.1,30.0,d,11.0,2
69,3701367600168.0,Les minis boulettes Tout chocolat Bio,120,Les Fabuleuses,348.9,6.0,42.2,3.9,5.1,0.0,64.0,d,12.0,1
70,3770008500013.0,Barre cacahuètes,45,Go Nuts,496.0,5.08,23.65,7.84,15.54,0.35,0.0,c,10.0,2
71,3760077180230.0,Chocolat 70 % écorces d'orange confites,100,Chocolaterie Saveurs&Nature,541.4,24.48,23.13,12.13,7.16,0.0,10.0,d,16.0,2
72,3770013545894.0,Biscuits Chocolat et Noisettes 100g BIO,100,Bam&Co,512.0,3.8,22.0,8.4,5.9,0.15,27.0,c,8.0,2
73,3270160587551.0,Fondant au Chocolat,470,Picard,414.0,16.0,32.0,2.2,6.4,0.12,0.0,e,20.0,2
74,4006040021520.0,BARRE MUESLI AU CHOCOLAT 4X29G SANS HUILE DE PALME,120,Rapunzel,383.0,2.5,21.0,3.0,5.0,0.6,0.0,c,9.0,1
75,3268350120213.0,Biscuits Twibio Double Chocolat Au Lait Bio & équitable,150,Le moulin du pivert,534.0,9.8,31.1,4.2,5.8,0.15,3.0,d,18.0,2
76,3700531201965.0,Chocolat noir menthe poivrée,100,Belledonne,534.0,23.0,33.0,9.1,5.5,0.15,0.0,d,18.0,3
77,3770004621255.0,Chocolat Noir Ténébrio,70,Micronutris,384.6,18.18,17.15,7.8,6.87,0.02,0.0,d,12.0,1
78,3770018153018.0,Biscuits anti-gaspi,250,In extremis,337.0,2.6,12.0,6.2,5.9,0.36,9.0,b,1.0,0
79,3256227742842.0,Truffes 89% chocolat noir pur beurre cacao BIO,180,"U Bio,U",587.0,27.0,38.0,6.7,5.0,0.01,0.0,e,20.0,2
80,3560070475964.0,Orangettes,150,"CARREFOUR BIO, Carrefour",439.0,11.0,53.0,4.6,3.9,0.08,60.0,e,20.0,1
81,3396410024130.0,Noir Sélection Pérou,100,Bonneterre,580.0,28.0,24.0,11.0,7.0,0.0254,0.0,d,17.0,3
82,3560071182687.0,Fondant au Chocolat,180,"Carrefour Bio,Carrefour",364.0,14.0,23.0,2.9,6.4,0.11,0.0,d,16.0,1
83,3370077581403.0,Sélection noir et lait,200,Saveurs & Nature,520.0,19.9,39.4,5.1,6.5,0.12,0.0,e,19.0,2
84,7610202330183.0,Chocolate con néctar de coco ecológico,100,Chocolat Stella,597.0,31.0,34.0,6.0,6.0,0.2,20.0,e,19.0,3
85,3760054740716.0,4 pains au chocolat pur beurre,220,Cyril Pinabel,427.0,12.23,12.6,2.8,6.6,0.7,0.0,d,18.0,1
86,3350033237933.0,Macaron aux amandes et chocolat sans gluten,120,MONOPRIX GOURMET,450.0,2.2,45.0,5.5,13.0,0.1,38.0,d,11.0,2
87,3350033706378.0,Brownie,285,"Monoprix Bio,Monoprix",473.0,7.5,36.0,3.4,5.8,0.25,15.0,d,17.0,3
88,3350033531512.0,Eclats de chocolat noir,120,"Monoprix Gourmet,Monoprix",538.0,20.0,42.0,7.2,7.3,0.27,10.3,e,21.0,3
89,3770003574149.0,Chocolat artisanal de l'ariege gingembre,70,Bouga Cacao,503.0,15.0,30.6,10.9,7.0,0.2,0.0,d,17.0,3
90,3700531201927.0,Chocolat noir éclats d'amandes,100,Belledonne,576.0,25.0,24.0,5.8,9.3,0.18,0.0,d,17.0,3
91,3760077183736.0,Bouchees Coco Chocolat Noir,45,Ikalia,560.0,28.6,42.5,8.8,4.6,0.268,24.0,e,21.0,3
92,3700531211681.0,Collection Découverte,120,Belledonne,561.0,21.0,39.0,5.1,7.0,0.19,8.667,e,19.0,2
93,3266191085722.0,Bâtonnets au chocolat au lait,125,La Vie Claire,528.0,15.0,36.0,2.5,6.5,0.36,0.0,e,22.0,3
94,3256227742873.0,Assortiment de chocolat,180,"U, U Bio",556.0,18.0,38.0,4.2,8.0,0.18,13.0,e,20.0,2
95,3350031895135.0,Boîte de chocolat giandujas aux noisettes,170,"Monoprix Gourmet,Monoprix",586.0,16.0,44.0,2.3,8.2,0.15,0.0,e,24.0,2
96,3263858827213.0,Fondant au chocolat,180,Franprix,361.0,13.0,24.0,2.2,6.6,0.12,0.0,d,17.0,1
97,3770003574187.0,Chocolat noir graines de courge et anis,70,Bouga Cacao,533.1,42.0,20.1,12.9,9.5,0.2,0.0,d,15.0,3
98,3770003574293.0,Bouga Cacao - Chocolat artisanal,70,Nature Bio,570.0,32.4,0.3,16.7,11.6,0.0,0.0,d,12.0,0
99,4104420053700.0,Nougat praliné,100,Alnatura,584.0,19.0,45.0,2.4,7.8,0.25,35.0,e,25.0,3
100,3700531202122.0,ST-DOMINGUE noir 74%,100,Belledonne,568.0,27.0,26.0,14.0,8.0,0.200000003,0.0,d,17.0,3
101,3770003574125.0,Chocolat artisanal de l'Ariège,70,Bouga Cacao,535.64,25.5,21.49,13.08,8.44,0.22,0.0,d,15.0,3
102,3760091728487.0,Pâte de datte et fruits séchés - Physalis Grenade,105,Ethiquable,379.0,4.9,26.0,9.9,4.1,0.0,48.0,c,7.0,1
103,3760077180193.0,Truffes Cacao,100,Saveurs & Nature,517.0,21.7,38.2,0.0,7.7,0.05,0.0,e,24.0,2
104,3700152400723.0,Chocolat Bonnat voiron,100,"Bonnat,Chocolat Bonnat",592.0,21.2,33.4,0.0,8.6,0.0,0.0,e,24.0,3
105,3700531202085.0,Belledonne collection à patisser,100,Belledonne,543.0,24.0,47.0,5.0,6.0,0.009999999776,0.0,e,21.0,2
106,42100522.0,"Gefüllte Vollmilchschokolade, Mit Kokosf&uuml...",40,Alnatura,541.0,28.0,41.0,7.8,4.0,0.0,11.111,e,20.0,3
107,3421557600050.0,CHOCOLAT LAIT CARAMEL BEURRE SALEE,100,Grillon D'or,577.0,24.1,44.5,2.5,5.9,0.36,0.0,e,25.0,3
108,3421557600074.0,Chocolat Noir Au Café De Sumatra - 100G - Grillon D'or (céréco),100,Grillon D'or,576.0,27.4,26.8,10.1,7.9,0.04,0.0,d,17.0,3
109,3595120012974.0,Baies de goji choco noir,100,Maison Roucadil,405.0,6.4,41.9,6.9,12.7,0.3,75.0,d,14.0,3
110,3760091728449.0,Barre Physalis Grenade pâte de datte et fruits séchés,35,Ethiquable,379.0,4.9,26.0,9.9,4.1,0.0,48.0,c,7.0,1
111,3770003574194.0,Chocolat artisanal de l’Ariège,70,Bouga Cacao,529.0,0.0,21.2,12.9,8.3,1.4,0.0,d,11.0,2
112,3266191008981.0,Florentins,100,La Vie Claire,513.0,14.4,47.8,4.0,6.5,0.04,16.0,e,22.0,1
113,3474340016354.0,Monbana 65% de Cacao,35,Monbana,559.0,26.0,32.0,0.0,6.8,0.0,0.0,e,23.0,1
114,7613036669146.0,NESTLE CHOCAPIC BIO Céréales 375g,375,Nestlé,391.0,1.6,22.5,7.9,8.8,0.22,0.0,a,-1.0,2
115,5010477360755.0,Granola,400,Jordans,460.0,3.8,3.8,16.9,11.1,0.03,6.0,a,-2.0,1
116,5010029204735.0,Weetabix crispy minis,"450  - €.4,23",Weetabix - Conad,386.0,2.3,17.0,10.0,10.0,0.16,0.0,a,-1.0,1
117,3258260034120.0,Super mini lait amande chocolat & super aliments,200 ml,Biodyne,49.0,0.27,3.52,0.9,1.7,0.005,0.0,a,-1.0,0
118,3421557502583.0,Ann'O choco Maïs & Lentilles,375,T&C Terre & Céréales Bio,378.0,2.0,17.0,7.9,13.0,0.04,0.0,a,-2.0,1
119,3760121214508.0,Muesli banane chocolat et graines,500,Biocoop,328.0,2.6,9.5,10.0,12.0,0.01,13.0,a,-2.0,0
120,3396411223464.0,Muesli Sarrasin Chocolat,300,Evernat,391.0,2.9,7.4,3.8,9.7,0.4,0.0,a,-1.0,1
121,3760020503833.0,Muesli chocolat noir et graines de lin,375,"Jardin Bio étic,Léa Nature, Jardin bio",397.0,3.3,11.0,11.0,11.0,0.03,0.0,a,-1.0,1
122,5600317471613.0,Avoine cacao noisettes,300,Shine,425.0,4.0,8.2,12.0,13.0,0.08,100.0,a,-6.0,1
123,13305116.0,crosti pétales choc',425,j.Favrichon,115.0,0.6,7.8,2.4,3.0,0.11,0.0,a,-1.0,0
124,8711812421373.0,Muesli pure chocolade bio,375.0,zonnatura,383.0,1.8,8.1,12.3,12.0,0.02,1.5,a,-4.0,0
125,5060201623205.0,PORRIDGE High Protein - Chocolat,70,Fuel 10K,376.0,1.7,21.9,6.3,19.4,0.11,0.0,a,-1.0,1
126,3465511460502.0,Barre de céréales germées,40,Germline,487.0,0.0,0.0,8.2,12.11,0.0,16.667,a,-4.0,0
127,3350031931512.0,Céréales soufflées au chocolat Bio,375,MONOPRIX BIO !,380.0,1.7,20.0,8.3,9.3,0.0762,0.0,a,-1.0,1
128,3288132600412.0,Cool Pétales Chocolat,450,Vitabio,387.0,1.6,21.0,7.6,9.7,0.18,0.0,a,-1.0,2
129,3421557500923.0,Chokinoa - Céréales au chocolat bio,250,Grillon D'or,373.0,0.8,19.0,4.9,9.3,0.03,0.0,a,-2.0,1
130,3229820793665.0,Soja chocolat,1 L e,Bjorg,72.0,0.6,7.0,0.9,3.8,0.09,0.0,a,-1.0,0
131,3111900330009.0,Crosti,425,"Joseph Favrichon,Favrichon",388.0,2.4,18.0,9.0,11.0,0.2,0.0,a,-1.0,1
132,5411188125389.0,Drink Soja Choco,250 ml,Provamel,69.0,0.7,7.8,1.2,3.4,0.14,0.0,a,-2.0,0
133,3229820798110.0,Granola Chocolat,350.0,bjorg,420.0,3.1,12.0,8.9,10.0,0.01,0.0,b,0.0,0
134,3222475413391.0,Pétales choco craquants,375.0,"Les Doodingues, DooDingues",379.0,1.7,25.0,7.9,9.7,0.19,0.0,b,0.0,1
135,3256228686534.0,Céréales pétales de blé au chocolat,375.0,"U,U Bio",394.0,2.1,19.0,11.0,9.2,0.01,0.0,b,0.0,1
136,3523230040297.0,Exquis choco à l'avoine,400.0,A Bicyclette,121.0,1.6,13.0,2.0,2.1,0.1,0.0,b,1.0,0
137,8002590058043.0,Natura ricca,84.0,Misura,455.0,3.5,12.0,18.0,10.0,0.08,38.0,b,0.0,1
138,7613287533265.0,Céréales petit déjeuner bio,645.0,Nestlé,391.0,1.6,24.9,7.9,9.0,0.22,0.0,b,0.0,2
139,7108814119505.0,La Barre Boostée au chocolat noir,40.0,Nomank,388.0,2.5,22.5,7.8,8.5,0.2,0.0,b,0.0,2
140,3421557921339.0,Krounchy proteines chocolat noir,500.0,grillon d'or,419.0,2.2000000476837,14.0,9.8000001907349,15.0,0.02,0.0,b,0.0,1
141,3421557920264.0,Mops chocolat,300.0,Grillon d'Or,364.0,1.2,20.0,3.9,6.5,0.02,0.0,b,1.0,0
142,3256228686510.0,Boules Enrobés Chocolat,375.0,"U,U Bio",374.0,0.8,18.0,3.0,6.9,0.01,0.0,b,0.0,0
143,3052351059500.0,La bonne  barre,1.0,Hubert,233.0,1.5,22.86,4.81,5.77,0.03,0.0,b,0.0,0
144,3278699700014.0,L'emprésuré Chocolat,500.0,LES MIAMANDISES,123.0,1.3,18.0,0.0,7.1,0.29,0.0,b,2.0,0
145,3560071007287.0,Choco Curlz,375.0,Carrefour,389.0,1.6,25.0,7.5,9.9,0.22,0.0,b,0.0,2
146,3278693504076.0,Emprésuré au chocolat,500.0,Malo,111.0,1.1,18.0,0.0,5.7,0.22,0.0,b,2.0,0
147,3252920033508.0,Lait Chocolaté bio et équitable,20.0,Grandeur nature,65.0,0.76,10.4,0.0,3.43,0.08,0.0,b,0.0,0
148,3564706614819.0,Riz & blé soufflés au chocolat,400.0,Leclerc,386.0,1.1,22.0,4.0,8.3,0.29,0.0,b,1.0,1
149,3564707168847.0,Lait au chocolat,20.0,bio village,71.0,1.3,9.7,0.0,3.5,0.1,0.0,b,1.0,0
150,3421557110313.0,Krounchy chocolat,1000.0,Grillon d'or,442.0,2.4,18.0,7.6,9.0,0.01,0.0,b,0.0,1
151,3564700395707.0,Spécialité au soja chocolat,400.0,"Délisse,Marque Repère, Nat&Vie",91.0,0.6,11.0,1.9,3.3,0.12,0.0,b,0.0,0
152,3278690085684.0,Emprésuré au chocolat saveur noisette,500.0,Malo,123.0,1.3,18.0,0.0,7.1,0.29,0.0,b,2.0,0
153,3278690085646.0,Emprésuré chocolat intense,500.0,Malo,123.0,1.3,18.0,0.0,7.1,0.29,0.0,b,2.0,0
154,3278692500581.0,Emprésuré chocolat saveur Tonka,500.0,Malo,111.0,1.1,17.0,0.0,5.7,0.22,0.0,b,2.0,0
155,3278692500215.0,Emprésuré chocolat bio,250.0,Malo,104.0,1.2,14.0,0.0,6.2,0.14,0.0,b,2.0,0
156,5414150629236.0,Cécémel Le seul vrai,1.0,Cécémel,70.0,1.1,10.0,0.0,3.2,0.12,0.0,b,2.0,0
157,7613038406541.0,NAT cereales,270.0,"Nat,Nestle",423.0,3.0,16.0,8.2,9.5,0.22,2.0,b,0.0,1
158,3533630097159.0,Candy'up bio,80.0,Candia,62.0,0.6,9.7,0.6,3.2,0.1,0.0,b,1.0,0
159,3560070330867.0,Boules de céréales au goût chocolat,750.0,"Carrefour discount,Carrefour",380.0,1.0,24.0,10.0,9.7,0.43,0.0,b,0.0,1
160,3523230056021.0,A bicyclette À l'avoine Chocolat et éclats de noix de coxo,400.0,a Bicyclette,123.0,2.0,13.0,2.0,1.1,0.1,4.0,b,2.0,0
161,3421557102134.0,Gran'o choco fruits rouges aux flocons croustillants,500.0,Grillon d'Or,404.0,2.0,21.1,9.3,8.6,0.02,7.0,b,0.0,1
162,3278693604076.0,Emprésuré chocolat,125.0,MALO,115.0,1.1,18.0,0.0,5.7,0.22,0.0,b,2.0,0
163,4010355177995.0,Muesli Croustillant au Chocolat sans Raisins,750.0,"dmBio,dm Bio",396.0,4.4,12.0,11.0,8.4,0.2,0.0,b,0.0,2
164,3596710436903.0,Chocolat gourmand mmm!,500.0,"Mmm !,Auchan",79.0,1.2,9.3,9.6,3.4,0.14,0.0,b,1.0,0
165,3770013545559.0,"Muesli Chocolat, Goji & Coco 350g BIO",350.0,Natifood,393.0,6.0,8.4,9.3,11.9,0.0,10.0,b,0.0,0
166,3770005222383.0,Granola Mûres Myrtilles et Chocolat Blanc,300.0,"GUSTONEO,Bio M&Co",122.0,1.7,4.0,3.0,3.0,0.01,3.0,b,0.0,0
167,3770005222420.0,Barre de céréales,30.0,GUSTONEO,134.0,3.0,6.0,2.5,3.0,0.059999998658895,14.5,b,1.0,0
168,3760059786665.0,Calendrier spécial Ramadan,250.0,Les jardins des zibans,120.0,0.0,22.0,3.0,2.0,0.0,11.111,b,0.0,0
169,5231423390095.0,Mon Petit Dej Nutrition Bio Chocolat,190.0,ALINE & OLIVIER,448.0,2.9,17.0,6.0,10.0,0.04,9.0,b,0.0,1
170,3229820791807.0,Dessert amande chocolat,534.0,Bjorg,80.0,0.5,11.0,1.1,1.3,0.05,3.0,b,1.0,0
171,3572420000740.0,Pétale Choc,375.0,Lucien Georgelin,386.0,2.6,21.3,11.0,9.6,0.01,0.0,b,0.0,1
172,3770005222420.0,Barre de céréales,30.0,GUSTONEO,134.0,3.0,6.0,2.5,3.0,0.059999998658895,0.0,b,1.0,0
173,3770018153018.0,Biscuits anti-gaspi,250.0,In extremis,337.0,2.6,12.0,6.2,5.9,0.36,9.0,b,1.0,0
174,3230000000000.0,Doo Wap pépites choco sans additif,320,Harrys,340.0,3.5,18.0,4.4,8.0,0.75,0.0,c,9.0,1
175,3230000000000.0,Brioche tranchée aux pépites de chocolat,485,Harrys,357.0,2.7,16.6,5.2,7.0,0.65,5.5,c,6.0,1
176,3560000000000.0,Muesli croustillant tout chocolat,500,Marque Repère,444.0,6.0,20.0,8.7,9.6,0.05,0.0,c,9.0,2
177,3560000000000.0,Croustillant avoine chocolat,500,Carrefour Bio,465.0,5.6,13.0,8.0,10.0,0.04,0.0,c,7.0,1
178,3230000000000.0,Brioche tranchée harrys au chocolat et à la noix de coco,450,Harrys,348.0,4.3,14.0,7.0,9.2,0.9,9.7,c,9.0,1
179,3270000000000.0,Petales au chocolat noir,375,La Vie Claire,411.0,4.4,12.0,12.0,11.0,0.02,0.0,c,6.0,0
180,3450000000000.0,Boules de céréales au chocolat,750,"€.c.o.+,Eco+",357.0,1.1,24.0,6.2,8.6,0.43,0.0,c,6.0,1
181,3770000000000.0,Granola chocolat noir,325,GUSTONEO,370.0,6.800000191,11.0,9.5,11.0,0.04,0.0,c,7.0,1
182,4020000000000.0,CRUNCHY CHOCOLAT,375,Barnhouse,449.0,3.5,18.0,8.0,9.0,0.2,0.0,c,6.0,2
183,3220000000000.0,"Barres de céréales abricot, chocolat noir, amande.",120,Casino Bio,368.0,3.5,28.0,12.0,6.2,0.16,35.7,c,7.0,2
184,3260000000000.0,Wheat choco,400,Leaderprice,390.0,1.7,30.0,6.2,9.0,0.2,0.0,c,6.0,2
185,3560000000000.0,Choco Curlz,375,Grand Jury,392.0,1.4,29.0,6.6,9.6,0.24,0.0,c,7.0,2
186,3560000000000.0,Muesli croustillant Chocolat&Quinoa,500,Bio Village,433.0,5.3,22.0,7.2,9.4,0.05,0.0,c,9.0,2
187,3760000000000.0,Crème chocolat au lait entier 400g CC,400,Biocoop,128.0,3.1,14.0,0.8,3.6,0.1,0.0,c,5.0,0
188,5050000000000.0,Kelloggs Cocopops Crunch,375,Kellogg's,369.0,0.9,27.0,5.0,9.0,0.78,0.0,c,7.0,1
189,3770000000000.0,Biscuit Tout Chocolat,100,Bam&Co,487.0,4.0,22.8,8.0,6.0,0.15,14.0,c,9.0,2
190,3770000000000.0,Granola Chocolat,350,Bam&Co,430.0,5.9,15.5,9.1,9.6,0.4,16.0,c,9.0,2
191,5010000000000.0,Chocolate Stars,300,freee,405.0,2.5,24.0,3.5,6.6,0.29,0.0,c,10.0,1
