,code,name,quantity,brands,Energy,Saturated_fatty_acids,Sugars,Fiber,Proteins,Salt,Fruit/vegetable,Nutriscore,Nutriscore_point,Part_5 model
89,3770003574149.0,Chocolat artisanal de l'ariege gingembre,70,Bouga Cacao,503.0,15.0,30.6,10.9,7.0,0.2,0.0,d,17.0,d
90,3700531201927.0,Chocolat noir éclats d'amandes,100,Belledonne,576.0,25.0,24.0,5.8,9.3,0.18,0.0,d,17.0,d
91,3760077183736.0,Bouchees Coco Chocolat Noir,45,Ikalia,560.0,28.6,42.5,8.8,4.6,0.268,24.0,e,21.0,e
92,3700531211681.0,Collection Découverte,120,Belledonne,561.0,21.0,39.0,5.1,7.0,0.19,8.667,e,19.0,d
93,3266191085722.0,Bâtonnets au chocolat au lait,125,La Vie Claire,528.0,15.0,36.0,2.5,6.5,0.36,0.0,e,22.0,d
94,3256227742873.0,Assortiment de chocolat,180,"U, U Bio",556.0,18.0,38.0,4.2,8.0,0.18,13.0,e,20.0,e
95,3350031895135.0,Boîte de chocolat giandujas aux noisettes,170,"Monoprix Gourmet,Monoprix",586.0,16.0,44.0,2.3,8.2,0.15,0.0,e,24.0,d
96,3263858827213.0,Fondant au chocolat,180,Franprix,361.0,13.0,24.0,2.2,6.6,0.12,0.0,d,17.0,c
97,3770003574187.0,Chocolat noir graines de courge et anis,70,Bouga Cacao,533.1,42.0,20.1,12.9,9.5,0.2,0.0,d,15.0,d
98,3770003574293.0,Bouga Cacao - Chocolat artisanal,70,Nature Bio,570.0,32.4,0.3,16.7,11.6,0.0,0.0,d,12.0,d
99,4104420053700.0,Nougat praliné,100,Alnatura,584.0,19.0,45.0,2.4,7.8,0.25,35.0,e,25.0,e
100,3700531202122.0,ST-DOMINGUE noir 74%,100,Belledonne,568.0,27.0,26.0,14.0,8.0,0.200000003,0.0,d,17.0,d
101,3770003574125.0,Chocolat artisanal de l'Ariège,70,Bouga Cacao,535.64,25.5,21.49,13.08,8.44,0.22,0.0,d,15.0,d
102,3760091728487.0,Pâte de datte et fruits séchés - Physalis Grenade,105,Ethiquable,379.0,4.9,26.0,9.9,4.1,0.0,48.0,c,7.0,b
103,3760077180193.0,Truffes Cacao,100,Saveurs & Nature,517.0,21.7,38.2,0.0,7.7,0.05,0.0,e,24.0,d
104,3700152400723.0,Chocolat Bonnat voiron,100,"Bonnat,Chocolat Bonnat",592.0,21.2,33.4,0.0,8.6,0.0,0.0,e,24.0,d
105,3700531202085.0,Belledonne collection à patisser,100,Belledonne,543.0,24.0,47.0,5.0,6.0,0.009999999776,0.0,e,21.0,d
106,42100522.0,"Gefüllte Vollmilchschokolade, Mit Kokosf&uuml...",40,Alnatura,541.0,28.0,41.0,7.8,4.0,0.0,11.111,e,20.0,e
107,3421557600050.0,CHOCOLAT LAIT CARAMEL BEURRE SALEE,100,Grillon D'or,577.0,24.1,44.5,2.5,5.9,0.36,0.0,e,25.0,d
108,3421557600074.0,Chocolat Noir Au Café De Sumatra - 100G - Grillon D'or (céréco),100,Grillon D'or,576.0,27.4,26.8,10.1,7.9,0.04,0.0,d,17.0,d
109,3595120012974.0,Baies de goji choco noir,100,Maison Roucadil,405.0,6.4,41.9,6.9,12.7,0.3,75.0,d,14.0,d
110,3760091728449.0,Barre Physalis Grenade pâte de datte et fruits séchés,35,Ethiquable,379.0,4.9,26.0,9.9,4.1,0.0,48.0,c,7.0,b
111,3770003574194.0,Chocolat artisanal de l’Ariège,70,Bouga Cacao,529.0,0.0,21.2,12.9,8.3,1.4,0.0,d,11.0,d
112,3266191008981.0,Florentins,100,La Vie Claire,513.0,14.4,47.8,4.0,6.5,0.04,16.0,e,22.0,d
113,3474340016354.0,Monbana 65% de Cacao,35,Monbana,559.0,26.0,32.0,0.0,6.8,0.0,0.0,e,23.0,d
114,7613036669146.0,NESTLE CHOCAPIC BIO Céréales 375g,375,Nestlé,391.0,1.6,22.5,7.9,8.8,0.22,0.0,a,-1.0,c
115,5010477360755.0,Granola,400,Jordans,460.0,3.8,3.8,16.9,11.1,0.03,6.0,a,-2.0,c
116,5010029204735.0,Weetabix crispy minis,"450  - €.4,23",Weetabix - Conad,386.0,2.3,17.0,10.0,10.0,0.16,0.0,a,-1.0,c
117,3258260034120.0,Super mini lait amande chocolat & super aliments,200 ml,Biodyne,49.0,0.27,3.52,0.9,1.7,0.005,0.0,a,-1.0,a
118,3421557502583.0,Ann'O choco Maïs & Lentilles,375,T&C Terre & Céréales Bio,378.0,2.0,17.0,7.9,13.0,0.04,0.0,a,-2.0,b
119,3760121214508.0,Muesli banane chocolat et graines,500,Biocoop,328.0,2.6,9.5,10.0,12.0,0.01,13.0,a,-2.0,a
120,3396411223464.0,Muesli Sarrasin Chocolat,300,Evernat,391.0,2.9,7.4,3.8,9.7,0.4,0.0,a,-1.0,b
121,3760020503833.0,Muesli chocolat noir et graines de lin,375,"Jardin Bio étic,Léa Nature, Jardin bio",397.0,3.3,11.0,11.0,11.0,0.03,0.0,a,-1.0,b
122,5600317471613.0,Avoine cacao noisettes,300,Shine,425.0,4.0,8.2,12.0,13.0,0.08,100.0,a,-6.0,c
123,13305116.0,crosti pétales choc',425,j.Favrichon,115.0,0.6,7.8,2.4,3.0,0.11,0.0,a,-1.0,a
124,8711812421373.0,Muesli pure chocolade bio,375.0,zonnatura,383.0,1.8,8.1,12.3,12.0,0.02,1.5,a,-4.0,b
125,5060201623205.0,PORRIDGE High Protein - Chocolat,70,Fuel 10K,376.0,1.7,21.9,6.3,19.4,0.11,0.0,a,-1.0,c
126,3465511460502.0,Barre de céréales germées,40,Germline,487.0,0.0,0.0,8.2,12.11,0.0,16.667,a,-4.0,a
127,3350031931512.0,Céréales soufflées au chocolat Bio,375,MONOPRIX BIO !,380.0,1.7,20.0,8.3,9.3,0.0762,0.0,a,-1.0,b
128,3288132600412.0,Cool Pétales Chocolat,450,Vitabio,387.0,1.6,21.0,7.6,9.7,0.18,0.0,a,-1.0,c
129,3421557500923.0,Chokinoa - Céréales au chocolat bio,250,Grillon D'or,373.0,0.8,19.0,4.9,9.3,0.03,0.0,a,-2.0,b
130,3229820793665.0,Soja chocolat,1 L e,Bjorg,72.0,0.6,7.0,0.9,3.8,0.09,0.0,a,-1.0,a
131,3111900330009.0,Crosti,425,"Joseph Favrichon,Favrichon",388.0,2.4,18.0,9.0,11.0,0.2,0.0,a,-1.0,c
132,5411188125389.0,Drink Soja Choco,250 ml,Provamel,69.0,0.7,7.8,1.2,3.4,0.14,0.0,a,-2.0,a
133,3229820798110.0,Granola Chocolat,350.0,bjorg,420.0,3.1,12.0,8.9,10.0,0.01,0.0,b,0.0,b
134,3222475413391.0,Pétales choco craquants,375.0,"Les Doodingues, DooDingues",379.0,1.7,25.0,7.9,9.7,0.19,0.0,b,0.0,c
135,3256228686534.0,Céréales pétales de blé au chocolat,375.0,"U,U Bio",394.0,2.1,19.0,11.0,9.2,0.01,0.0,b,0.0,b
136,3523230040297.0,Exquis choco à l'avoine,400.0,A Bicyclette,121.0,1.6,13.0,2.0,2.1,0.1,0.0,b,1.0,a
137,8002590058043.0,Natura ricca,84.0,Misura,455.0,3.5,12.0,18.0,10.0,0.08,38.0,b,0.0,c
138,7613287533265.0,Céréales petit déjeuner bio,645.0,Nestlé,391.0,1.6,24.9,7.9,9.0,0.22,0.0,b,0.0,d
139,7108814119505.0,La Barre Boostée au chocolat noir,40.0,Nomank,388.0,2.5,22.5,7.8,8.5,0.2,0.0,b,0.0,c
140,3421557921339.0,Krounchy proteines chocolat noir,500.0,grillon d'or,419.0,2.2000000476837,14.0,9.8000001907349,15.0,0.02,0.0,b,0.0,b
141,3421557920264.0,Mops chocolat,300.0,Grillon d'Or,364.0,1.2,20.0,3.9,6.5,0.02,0.0,b,1.0,b
142,3256228686510.0,Boules Enrobés Chocolat,375.0,"U,U Bio",374.0,0.8,18.0,3.0,6.9,0.01,0.0,b,0.0,b
143,3052351059500.0,La bonne  barre,1.0,Hubert,233.0,1.5,22.86,4.81,5.77,0.03,0.0,b,0.0,b
144,3278699700014.0,L'emprésuré Chocolat,500.0,LES MIAMANDISES,123.0,1.3,18.0,0.0,7.1,0.29,0.0,b,2.0,a
145,3560071007287.0,Choco Curlz,375.0,Carrefour,389.0,1.6,25.0,7.5,9.9,0.22,0.0,b,0.0,c
146,3278693504076.0,Emprésuré au chocolat,500.0,Malo,111.0,1.1,18.0,0.0,5.7,0.22,0.0,b,2.0,a
147,3252920033508.0,Lait Chocolaté bio et équitable,20.0,Grandeur nature,65.0,0.76,10.4,0.0,3.43,0.08,0.0,b,0.0,a
148,3564706614819.0,Riz & blé soufflés au chocolat,400.0,Leclerc,386.0,1.1,22.0,4.0,8.3,0.29,0.0,b,1.0,c
149,3564707168847.0,Lait au chocolat,20.0,bio village,71.0,1.3,9.7,0.0,3.5,0.1,0.0,b,1.0,a
150,3421557110313.0,Krounchy chocolat,1000.0,Grillon d'or,442.0,2.4,18.0,7.6,9.0,0.01,0.0,b,0.0,b
151,3564700395707.0,Spécialité au soja chocolat,400.0,"Délisse,Marque Repère, Nat&Vie",91.0,0.6,11.0,1.9,3.3,0.12,0.0,b,0.0,a
152,3278690085684.0,Emprésuré au chocolat saveur noisette,500.0,Malo,123.0,1.3,18.0,0.0,7.1,0.29,0.0,b,2.0,a
153,3278690085646.0,Emprésuré chocolat intense,500.0,Malo,123.0,1.3,18.0,0.0,7.1,0.29,0.0,b,2.0,a
154,3278692500581.0,Emprésuré chocolat saveur Tonka,500.0,Malo,111.0,1.1,17.0,0.0,5.7,0.22,0.0,b,2.0,a
155,3278692500215.0,Emprésuré chocolat bio,250.0,Malo,104.0,1.2,14.0,0.0,6.2,0.14,0.0,b,2.0,a
156,5414150629236.0,Cécémel Le seul vrai,1.0,Cécémel,70.0,1.1,10.0,0.0,3.2,0.12,0.0,b,2.0,a
157,7613038406541.0,NAT cereales,270.0,"Nat,Nestle",423.0,3.0,16.0,8.2,9.5,0.22,2.0,b,0.0,c
158,3533630097159.0,Candy'up bio,80.0,Candia,62.0,0.6,9.7,0.6,3.2,0.1,0.0,b,1.0,a
159,3560070330867.0,Boules de céréales au goût chocolat,750.0,"Carrefour discount,Carrefour",380.0,1.0,24.0,10.0,9.7,0.43,0.0,b,0.0,d
160,3523230056021.0,A bicyclette À l'avoine Chocolat et éclats de noix de coxo,400.0,a Bicyclette,123.0,2.0,13.0,2.0,1.1,0.1,4.0,b,2.0,a
161,3421557102134.0,Gran'o choco fruits rouges aux flocons croustillants,500.0,Grillon d'Or,404.0,2.0,21.1,9.3,8.6,0.02,7.0,b,0.0,c
162,3278693604076.0,Emprésuré chocolat,125.0,MALO,115.0,1.1,18.0,0.0,5.7,0.22,0.0,b,2.0,a
163,4010355177995.0,Muesli Croustillant au Chocolat sans Raisins,750.0,"dmBio,dm Bio",396.0,4.4,12.0,11.0,8.4,0.2,0.0,b,0.0,c
164,3596710436903.0,Chocolat gourmand mmm!,500.0,"Mmm !,Auchan",79.0,1.2,9.3,9.6,3.4,0.14,0.0,b,1.0,a
165,3770013545559.0,"Muesli Chocolat, Goji & Coco 350g BIO",350.0,Natifood,393.0,6.0,8.4,9.3,11.9,0.0,10.0,b,0.0,c
166,3770005222383.0,Granola Mûres Myrtilles et Chocolat Blanc,300.0,"GUSTONEO,Bio M&Co",122.0,1.7,4.0,3.0,3.0,0.01,3.0,b,0.0,a
167,3770005222420.0,Barre de céréales,30.0,GUSTONEO,134.0,3.0,6.0,2.5,3.0,0.059999998658895,14.5,b,1.0,a
168,3760059786665.0,Calendrier spécial Ramadan,250.0,Les jardins des zibans,120.0,0.0,22.0,3.0,2.0,0.0,11.111,b,0.0,a
169,5231423390095.0,Mon Petit Dej Nutrition Bio Chocolat,190.0,ALINE & OLIVIER,448.0,2.9,17.0,6.0,10.0,0.04,9.0,b,0.0,b
170,3229820791807.0,Dessert amande chocolat,534.0,Bjorg,80.0,0.5,11.0,1.1,1.3,0.05,3.0,b,1.0,a
171,3572420000740.0,Pétale Choc,375.0,Lucien Georgelin,386.0,2.6,21.3,11.0,9.6,0.01,0.0,b,0.0,c
172,3770005222420.0,Barre de céréales,30.0,GUSTONEO,134.0,3.0,6.0,2.5,3.0,0.059999998658895,0.0,b,1.0,a
173,3770018153018.0,Biscuits anti-gaspi,250.0,In extremis,337.0,2.6,12.0,6.2,5.9,0.36,9.0,b,1.0,b
174,3230000000000.0,Doo Wap pépites choco sans additif,320,Harrys,340.0,3.5,18.0,4.4,8.0,0.75,0.0,c,9.0,b
175,3230000000000.0,Brioche tranchée aux pépites de chocolat,485,Harrys,357.0,2.7,16.6,5.2,7.0,0.65,5.5,c,6.0,b
176,3560000000000.0,Muesli croustillant tout chocolat,500,Marque Repère,444.0,6.0,20.0,8.7,9.6,0.05,0.0,c,9.0,d
177,3560000000000.0,Croustillant avoine chocolat,500,Carrefour Bio,465.0,5.6,13.0,8.0,10.0,0.04,0.0,c,7.0,c
178,3230000000000.0,Brioche tranchée harrys au chocolat et à la noix de coco,450,Harrys,348.0,4.3,14.0,7.0,9.2,0.9,9.7,c,9.0,c
179,3270000000000.0,Petales au chocolat noir,375,La Vie Claire,411.0,4.4,12.0,12.0,11.0,0.02,0.0,c,6.0,c
180,3450000000000.0,Boules de céréales au chocolat,750,"€.c.o.+,Eco+",357.0,1.1,24.0,6.2,8.6,0.43,0.0,c,6.0,c
181,3770000000000.0,Granola chocolat noir,325,GUSTONEO,370.0,6.800000191,11.0,9.5,11.0,0.04,0.0,c,7.0,b
182,4020000000000.0,CRUNCHY CHOCOLAT,375,Barnhouse,449.0,3.5,18.0,8.0,9.0,0.2,0.0,c,6.0,d
183,3220000000000.0,"Barres de céréales abricot, chocolat noir, amande.",120,Casino Bio,368.0,3.5,28.0,12.0,6.2,0.16,35.7,c,7.0,c
184,3260000000000.0,Wheat choco,400,Leaderprice,390.0,1.7,30.0,6.2,9.0,0.2,0.0,c,6.0,c
185,3560000000000.0,Choco Curlz,375,Grand Jury,392.0,1.4,29.0,6.6,9.6,0.24,0.0,c,7.0,c
186,3560000000000.0,Muesli croustillant Chocolat&Quinoa,500,Bio Village,433.0,5.3,22.0,7.2,9.4,0.05,0.0,c,9.0,c
187,3760000000000.0,Crème chocolat au lait entier 400g CC,400,Biocoop,128.0,3.1,14.0,0.8,3.6,0.1,0.0,c,5.0,b
188,5050000000000.0,Kelloggs Cocopops Crunch,375,Kellogg's,369.0,0.9,27.0,5.0,9.0,0.78,0.0,c,7.0,c
189,3770000000000.0,Biscuit Tout Chocolat,100,Bam&Co,487.0,4.0,22.8,8.0,6.0,0.15,14.0,c,9.0,c
190,3770000000000.0,Granola Chocolat,350,Bam&Co,430.0,5.9,15.5,9.1,9.6,0.4,16.0,c,9.0,c
191,5010000000000.0,Chocolate Stars,300,freee,405.0,2.5,24.0,3.5,6.6,0.29,0.0,c,10.0,c
